sample_id,file_name,label,membership,dataset,split,method,model,backend,membership_score,membership_probability,n_queries,n_correct,absolute_error
WikiMIA_WikiMIA_length128_00000.txt,WikiMIA_WikiMIA_length128_00000.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.0,0.0,6,0,1.0
WikiMIA_WikiMIA_length128_00001.txt,WikiMIA_WikiMIA_length128_00001.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00004.txt,WikiMIA_WikiMIA_length128_00004.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00005.txt,WikiMIA_WikiMIA_length128_00005.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00006.txt,WikiMIA_WikiMIA_length128_00006.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00007.txt,WikiMIA_WikiMIA_length128_00007.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00008.txt,WikiMIA_WikiMIA_length128_00008.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00009.txt,WikiMIA_WikiMIA_length128_00009.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00010.txt,WikiMIA_WikiMIA_length128_00010.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.16666666666666666
WikiMIA_WikiMIA_length128_00011.txt,WikiMIA_WikiMIA_length128_00011.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00012.txt,WikiMIA_WikiMIA_length128_00012.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00013.txt,WikiMIA_WikiMIA_length128_00013.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00014.txt,WikiMIA_WikiMIA_length128_00014.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.16666666666666666
WikiMIA_WikiMIA_length128_00015.txt,WikiMIA_WikiMIA_length128_00015.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00016.txt,WikiMIA_WikiMIA_length128_00016.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.33333333333333337
WikiMIA_WikiMIA_length128_00017.txt,WikiMIA_WikiMIA_length128_00017.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.33333333333333337
WikiMIA_WikiMIA_length128_00018.txt,WikiMIA_WikiMIA_length128_00018.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,1.0,1.0,6,6,0.0
WikiMIA_WikiMIA_length128_00019.txt,WikiMIA_WikiMIA_length128_00019.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00020.txt,WikiMIA_WikiMIA_length128_00020.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00021.txt,WikiMIA_WikiMIA_length128_00021.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.8333333333333334,0.8333333333333334,6,5,0.8333333333333334
WikiMIA_WikiMIA_length128_00022.txt,WikiMIA_WikiMIA_length128_00022.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00023.txt,WikiMIA_WikiMIA_length128_00023.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.8333333333333334,0.8333333333333334,6,5,0.16666666666666663
WikiMIA_WikiMIA_length128_00024.txt,WikiMIA_WikiMIA_length128_00024.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00026.txt,WikiMIA_WikiMIA_length128_00026.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.8333333333333334,0.8333333333333334,6,5,0.8333333333333334
WikiMIA_WikiMIA_length128_00027.txt,WikiMIA_WikiMIA_length128_00027.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.0,0.0,6,0,1.0
WikiMIA_WikiMIA_length128_00028.txt,WikiMIA_WikiMIA_length128_00028.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00029.txt,WikiMIA_WikiMIA_length128_00029.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00030.txt,WikiMIA_WikiMIA_length128_00030.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00031.txt,WikiMIA_WikiMIA_length128_00031.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00032.txt,WikiMIA_WikiMIA_length128_00032.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00034.txt,WikiMIA_WikiMIA_length128_00034.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.8333333333333334
WikiMIA_WikiMIA_length128_00036.txt,WikiMIA_WikiMIA_length128_00036.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,1.0,1.0,6,6,1.0
WikiMIA_WikiMIA_length128_00037.txt,WikiMIA_WikiMIA_length128_00037.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.16666666666666666
WikiMIA_WikiMIA_length128_00039.txt,WikiMIA_WikiMIA_length128_00039.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.8333333333333334,0.8333333333333334,6,5,0.8333333333333334
WikiMIA_WikiMIA_length128_00040.txt,WikiMIA_WikiMIA_length128_00040.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00042.txt,WikiMIA_WikiMIA_length128_00042.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.33333333333333337
WikiMIA_WikiMIA_length128_00043.txt,WikiMIA_WikiMIA_length128_00043.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00044.txt,WikiMIA_WikiMIA_length128_00044.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00045.txt,WikiMIA_WikiMIA_length128_00045.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.33333333333333337
WikiMIA_WikiMIA_length128_00046.txt,WikiMIA_WikiMIA_length128_00046.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00047.txt,WikiMIA_WikiMIA_length128_00047.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.6666666666666666
WikiMIA_WikiMIA_length128_00048.txt,WikiMIA_WikiMIA_length128_00048.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.0,0.0,6,0,1.0
WikiMIA_WikiMIA_length128_00051.txt,WikiMIA_WikiMIA_length128_00051.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.8333333333333334,0.8333333333333334,6,5,0.16666666666666663
WikiMIA_WikiMIA_length128_00052.txt,WikiMIA_WikiMIA_length128_00052.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00053.txt,WikiMIA_WikiMIA_length128_00053.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00055.txt,WikiMIA_WikiMIA_length128_00055.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00056.txt,WikiMIA_WikiMIA_length128_00056.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00057.txt,WikiMIA_WikiMIA_length128_00057.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00058.txt,WikiMIA_WikiMIA_length128_00058.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00059.txt,WikiMIA_WikiMIA_length128_00059.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00060.txt,WikiMIA_WikiMIA_length128_00060.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00061.txt,WikiMIA_WikiMIA_length128_00061.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.16666666666666666
WikiMIA_WikiMIA_length128_00062.txt,WikiMIA_WikiMIA_length128_00062.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.33333333333333337
WikiMIA_WikiMIA_length128_00063.txt,WikiMIA_WikiMIA_length128_00063.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.8333333333333334
WikiMIA_WikiMIA_length128_00064.txt,WikiMIA_WikiMIA_length128_00064.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.16666666666666666
WikiMIA_WikiMIA_length128_00066.txt,WikiMIA_WikiMIA_length128_00066.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00067.txt,WikiMIA_WikiMIA_length128_00067.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00068.txt,WikiMIA_WikiMIA_length128_00068.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.0,0.0,6,0,1.0
WikiMIA_WikiMIA_length128_00069.txt,WikiMIA_WikiMIA_length128_00069.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00070.txt,WikiMIA_WikiMIA_length128_00070.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.8333333333333334
WikiMIA_WikiMIA_length128_00071.txt,WikiMIA_WikiMIA_length128_00071.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00073.txt,WikiMIA_WikiMIA_length128_00073.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.8333333333333334,0.8333333333333334,6,5,0.16666666666666663
WikiMIA_WikiMIA_length128_00074.txt,WikiMIA_WikiMIA_length128_00074.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00075.txt,WikiMIA_WikiMIA_length128_00075.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.8333333333333334
WikiMIA_WikiMIA_length128_00076.txt,WikiMIA_WikiMIA_length128_00076.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00077.txt,WikiMIA_WikiMIA_length128_00077.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00078.txt,WikiMIA_WikiMIA_length128_00078.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.8333333333333334
WikiMIA_WikiMIA_length128_00079.txt,WikiMIA_WikiMIA_length128_00079.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.8333333333333334,0.8333333333333334,6,5,0.16666666666666663
WikiMIA_WikiMIA_length128_00080.txt,WikiMIA_WikiMIA_length128_00080.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00082.txt,WikiMIA_WikiMIA_length128_00082.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00083.txt,WikiMIA_WikiMIA_length128_00083.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00084.txt,WikiMIA_WikiMIA_length128_00084.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00085.txt,WikiMIA_WikiMIA_length128_00085.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.33333333333333337
WikiMIA_WikiMIA_length128_00086.txt,WikiMIA_WikiMIA_length128_00086.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.6666666666666666
WikiMIA_WikiMIA_length128_00087.txt,WikiMIA_WikiMIA_length128_00087.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00089.txt,WikiMIA_WikiMIA_length128_00089.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00090.txt,WikiMIA_WikiMIA_length128_00090.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00091.txt,WikiMIA_WikiMIA_length128_00091.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.6666666666666666
WikiMIA_WikiMIA_length128_00092.txt,WikiMIA_WikiMIA_length128_00092.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00093.txt,WikiMIA_WikiMIA_length128_00093.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00094.txt,WikiMIA_WikiMIA_length128_00094.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.33333333333333337
WikiMIA_WikiMIA_length128_00095.txt,WikiMIA_WikiMIA_length128_00095.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00096.txt,WikiMIA_WikiMIA_length128_00096.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00097.txt,WikiMIA_WikiMIA_length128_00097.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00098.txt,WikiMIA_WikiMIA_length128_00098.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00099.txt,WikiMIA_WikiMIA_length128_00099.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.6666666666666666
WikiMIA_WikiMIA_length128_00103.txt,WikiMIA_WikiMIA_length128_00103.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00104.txt,WikiMIA_WikiMIA_length128_00104.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.8333333333333334,0.8333333333333334,6,5,0.16666666666666663
WikiMIA_WikiMIA_length128_00105.txt,WikiMIA_WikiMIA_length128_00105.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.33333333333333337
WikiMIA_WikiMIA_length128_00106.txt,WikiMIA_WikiMIA_length128_00106.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00107.txt,WikiMIA_WikiMIA_length128_00107.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00108.txt,WikiMIA_WikiMIA_length128_00108.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.16666666666666666
WikiMIA_WikiMIA_length128_00110.txt,WikiMIA_WikiMIA_length128_00110.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.6666666666666666,0.6666666666666666,6,4,0.6666666666666666
WikiMIA_WikiMIA_length128_00111.txt,WikiMIA_WikiMIA_length128_00111.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00112.txt,WikiMIA_WikiMIA_length128_00112.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00113.txt,WikiMIA_WikiMIA_length128_00113.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
WikiMIA_WikiMIA_length128_00114.txt,WikiMIA_WikiMIA_length128_00114.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.3333333333333333
WikiMIA_WikiMIA_length128_00115.txt,WikiMIA_WikiMIA_length128_00115.txt,0,non_member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.16666666666666666,0.16666666666666666,6,1,0.16666666666666666
WikiMIA_WikiMIA_length128_00116.txt,WikiMIA_WikiMIA_length128_00116.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.3333333333333333,0.3333333333333333,6,2,0.6666666666666667
WikiMIA_WikiMIA_length128_00117.txt,WikiMIA_WikiMIA_length128_00117.txt,1,member,WikiMIA,WikiMIA_length128,decop_wikimia128_3options,llama-3.1-8b-instant,groq,0.5,0.5,6,3,0.5
