sample_id,book_id,label,method,model,backend,raw_membership_score,normal_membership_score,perturbed_membership_score,n_positions,max_words,n_samples_per_prefix,n_non_member_shots,membership_score,membership_probability,absolute_error
BT_0099,The_Foxglove_King_-_Hannah_Whitten,0,simmia,llama-3.1-8b-instant,groq,-1.0226731996860388,0.7434301313601042,0.7538508689194395,19,20,3,3,-1.0226731996860388,0.3966022505318492,0.3966022505318492
BT_0100,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,1,simmia,llama-3.1-8b-instant,groq,-0.9850416998242668,0.7762285816042047,0.7591468691825867,19,20,3,3,-0.9850416998242668,0.5910997744633728,0.4089002255366272
BT_0101,Oliver_Twist_-_Charles_Dickens,1,simmia,llama-3.1-8b-instant,groq,-0.9634754193860756,0.7474964700247112,0.7104485662359941,19,20,3,3,-0.9634754193860756,0.7025645888090302,0.29743541119096983
BT_0102,Hedge_-_Jane_Delury,0,simmia,llama-3.1-8b-instant,groq,-1.019938138636287,0.7507899717280739,0.75421327770802,19,20,3,3,-1.019938138636287,0.4107383493834043,0.4107383493834043
BT_0103,Hedge_-_Jane_Delury,0,simmia,llama-3.1-8b-instant,groq,-0.994742678307826,0.7223805942033467,0.7140664322334423,19,20,3,3,-0.994742678307826,0.5409604948254123,0.5409604948254123
BT_0104,A_Day_of_Fallen_Night_-_Samantha_Shannon,0,simmia,llama-3.1-8b-instant,groq,-1.060638249789905,0.7280678341263219,0.7682583907194305,19,20,3,3,-1.060638249789905,0.20038078000153509,0.20038078000153509
BT_0105,Hedge_-_Jane_Delury,0,simmia,llama-3.1-8b-instant,groq,-1.0297610590544797,0.7619124337246543,0.7821183016425685,19,20,3,3,-1.0297610590544797,0.35996881571792,0.35996881571792
BT_0106,The_Alchemist_-_Paulo_Coelho,1,simmia,llama-3.1-8b-instant,groq,-1.0405439099239195,0.6864916494018153,0.7068354487419128,19,20,3,3,-1.0405439099239195,0.30423790404199674,0.6957620959580033
BT_0107,Wuthering_Heights_-_Emily_Bronte,1,simmia,llama-3.1-8b-instant,groq,-0.979728768466458,0.7098253306589628,0.6832144762340345,19,20,3,3,-0.979728768466458,0.6185595355068517,0.3814404644931483
BT_0108,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,simmia,llama-3.1-8b-instant,groq,-0.955881452340674,0.7408747986743325,0.688227000989412,19,20,3,3,-0.955881452340674,0.7418138292744261,0.7418138292744261
BT_0109,Hedge_-_Jane_Delury,0,simmia,llama-3.1-8b-instant,groq,-1.01588595546173,0.7743645404514513,0.782910378355729,19,20,3,3,-1.01588595546173,0.4316819630279115,0.4316819630279115
BT_0110,The_Darkness_Before_Them_-_Matthew_Ward,0,simmia,llama-3.1-8b-instant,groq,-1.02617770352109,0.7059473489460192,0.722806711991628,19,20,3,3,-1.02617770352109,0.3784893047011037,0.3784893047011037
BT_0111,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,1,simmia,llama-3.1-8b-instant,groq,-0.982126733135317,0.7643118877159921,0.7469658161464491,19,20,3,3,-0.982126733135317,0.6061657113892501,0.39383428861074987
BT_0112,What_Lies_in_the_Woods_-_Kate_Alice_Marshall,0,simmia,llama-3.1-8b-instant,groq,-0.9876099771047746,0.7326430113692033,0.7131233936861942,19,20,3,3,-0.9876099771047746,0.577825693609216,0.577825693609216
BT_0113,Unfortunately_Yours_-_Tessa_Bailey,0,simmia,llama-3.1-8b-instant,groq,-1.0060165358075075,0.7367724211592424,0.7332523433785689,19,20,3,3,-1.0060165358075075,0.48269182690361156,0.48269182690361156
BT_0114,Matilda_-_Roald_Dahl,1,simmia,llama-3.1-8b-instant,groq,-0.9958164618600944,0.7386687533897266,0.7267076028020758,19,20,3,3,-0.9958164618600944,0.5354106697341526,0.46458933026584737
BT_0115,The_Foxglove_King_-_Hannah_Whitten,0,simmia,llama-3.1-8b-instant,groq,-0.950489871052494,0.7934793171129728,0.7421788928801554,19,20,3,3,-0.950489871052494,0.7696800906373383,0.7696800906373383
BT_0116,Wuthering_Heights_-_Emily_Bronte,1,simmia,llama-3.1-8b-instant,groq,-1.0842545528467988,0.6914325983900773,0.745900080915083,19,20,3,3,-1.0842545528467988,0.0783204718593008,0.9216795281406992
BT_0117,Lord_of_the_Rings_The_Fellowship_of_the_Ring_-_J_R_R_Tolkien,1,simmia,llama-3.1-8b-instant,groq,-1.000603757937463,0.7066021404768291,0.7057439057450545,19,20,3,3,-1.000603757937463,0.5106676423024678,0.48933235769753225
BT_0118,The_Darkness_Before_Them_-_Matthew_Ward,0,simmia,llama-3.1-8b-instant,groq,-1.0516602521197689,0.7871960621131094,0.8092162316305596,19,20,3,3,-1.0516602521197689,0.24678335027161707,0.24678335027161707
BT_0119,The_Age_of_Innocence_-_Edith_Wharton,1,simmia,llama-3.1-8b-instant,groq,-1.0282511876960554,0.7364898857317472,0.7497323124032271,19,20,3,3,-1.0282511876960554,0.36777255040155854,0.6322274495984415
BT_0120,Lord_of_the_Rings_The_Fellowship_of_the_Ring_-_J_R_R_Tolkien,1,simmia,llama-3.1-8b-instant,groq,-1.0816416451285835,0.7195477381087185,0.7745126674049779,19,20,3,3,-1.0816416451285835,0.09182522408339983,0.9081747759166001
BT_0121,A_Day_of_Fallen_Night_-_Samantha_Shannon,0,simmia,llama-3.1-8b-instant,groq,-0.9630869408907742,0.7054164451465272,0.6738497583489669,19,20,3,3,-0.9630869408907742,0.7045724307955126,0.7045724307955126
BT_0122,Unfortunately_Yours_-_Tessa_Bailey,0,simmia,llama-3.1-8b-instant,groq,-0.9929144467023638,0.7367511454381441,0.7280226067492837,19,20,3,3,-0.9929144467023638,0.5504096669748587,0.5504096669748587
BT_0123,Unfortunately_Yours_-_Tessa_Bailey,0,simmia,llama-3.1-8b-instant,groq,-1.0051315565674572,0.7848586408715499,0.7814749981227674,19,20,3,3,-1.0051315565674572,0.48726582133787094,0.48726582133787094
BT_0124,The_Age_of_Innocence_-_Edith_Wharton,1,simmia,llama-3.1-8b-instant,groq,-1.0131429810564767,0.7252991670056393,0.7347377162230643,19,20,3,3,-1.0131429810564767,0.4458589618716724,0.5541410381283276
BT_0125,The_Age_of_Innocence_-_Edith_Wharton,1,simmia,llama-3.1-8b-instant,groq,-0.9819424720394928,0.7521068485159623,0.7334874491942557,19,20,3,3,-0.9819424720394928,0.6071180605389345,0.39288193946106553
BT_0126,Happy_Place_-_Emily_Henry,0,simmia,llama-3.1-8b-instant,groq,-1.058349968593472,0.7125174434561479,0.743051710881685,19,20,3,3,-1.058349968593472,0.21220770766586075,0.21220770766586075
BT_0127,Hedge_-_Jane_Delury,0,simmia,llama-3.1-8b-instant,groq,-0.956639020625168,0.7701252573414853,0.7282805348697462,19,20,3,3,-0.956639020625168,0.7378983553739871,0.7378983553739871
BT_0128,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,simmia,llama-3.1-8b-instant,groq,-0.9059274341528047,0.8160419119031805,0.7208716607930367,19,20,3,3,-0.9059274341528047,1.0,0.0
BT_0129,Oliver_Twist_-_Charles_Dickens,1,simmia,llama-3.1-8b-instant,groq,-0.9834792981256611,0.7143263733177855,0.6910173129617122,19,20,3,3,-0.9834792981256611,0.5991750109775015,0.4008249890224985
BT_0130,The_Darkness_Before_Them_-_Matthew_Ward,0,simmia,llama-3.1-8b-instant,groq,-1.0202801627097824,0.6806574568413852,0.6850161730197438,19,20,3,3,-1.0202801627097824,0.4089706059858731,0.4089706059858731
BT_0131,Lord_of_the_Rings_The_Fellowship_of_the_Ring_-_J_R_R_Tolkien,1,simmia,llama-3.1-8b-instant,groq,-0.9438977445238182,0.8160602136662132,0.7634962232489335,19,20,3,3,-0.9438977445238182,0.8037513419023784,0.1962486580976216
BT_0132,1984_-_George_Orwell,1,simmia,llama-3.1-8b-instant,groq,-0.9816453689938672,0.791835584138569,0.7648806164139196,19,20,3,3,-0.9816453689938672,0.6086536306580886,0.39134636934191136
BT_0133,Unfortunately_Yours_-_Tessa_Bailey,0,simmia,llama-3.1-8b-instant,groq,-0.977044959433659,0.7520216891640111,0.7211048048839234,19,20,3,3,-0.977044959433659,0.6324307395115246,0.6324307395115246
BT_0134,Lord_of_the_Rings_The_Fellowship_of_the_Ring_-_J_R_R_Tolkien,1,simmia,llama-3.1-8b-instant,groq,-1.023559439169637,0.7845667161439595,0.7928034548173871,19,20,3,3,-1.023559439169637,0.3920217425583865,0.6079782574416135
BT_0135,The_Spectacular_-_Fiona_Davis,0,simmia,llama-3.1-8b-instant,groq,-1.0460026654579373,0.7418005571030735,0.7579489162093714,19,20,3,3,-1.0460026654579373,0.27602445416585986,0.27602445416585986
BT_0136,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,1,simmia,llama-3.1-8b-instant,groq,-1.015896822219856,0.7485284460218329,0.755974207008094,19,20,3,3,-1.015896822219856,0.4316257984435491,0.5683742015564509
BT_0137,A_Day_of_Fallen_Night_-_Samantha_Shannon,0,simmia,llama-3.1-8b-instant,groq,-0.9930813301389908,0.7431158925357618,0.7373070403149253,19,20,3,3,-0.9930813301389908,0.5495471338489308,0.5495471338489308
BT_0138,The_Silmarillion_-_J._R._R._Tolkien,1,simmia,llama-3.1-8b-instant,groq,-0.9691351515707588,0.762304171135551,0.7271959907130191,19,20,3,3,-0.9691351515707588,0.6733123958302781,0.32668760416972187
BT_0139,The_Spectacular_-_Fiona_Davis,0,simmia,llama-3.1-8b-instant,groq,-1.0433714687887192,0.801046351591746,0.8293023151263856,19,20,3,3,-1.0433714687887192,0.28962373240402706,0.28962373240402706
BT_0140,Happy_Place_-_Emily_Henry,0,simmia,llama-3.1-8b-instant,groq,-0.9989691322439996,0.7529570177981728,0.7447045257217005,19,20,3,3,-0.9989691322439996,0.5191161668391268,0.5191161668391268
BT_0141,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,simmia,llama-3.1-8b-instant,groq,-0.9967845284101046,0.8102946657883493,0.8044139335030004,19,20,3,3,-0.9967845284101046,0.530407240488188,0.530407240488188
BT_0142,Happy_Place_-_Emily_Henry,0,simmia,llama-3.1-8b-instant,groq,-0.9549559856737512,0.7375844591542294,0.6972297189528482,19,20,3,3,-0.9549559856737512,0.7465970820243518,0.7465970820243518
BT_0143,Lord_of_the_Rings_The_Fellowship_of_the_Ring_-_J_R_R_Tolkien,1,simmia,llama-3.1-8b-instant,groq,-1.0505808727869097,0.7127698126592135,0.7459712499066403,19,20,3,3,-1.0505808727869097,0.25236209702354323,0.7476379029764568
BT_0144,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,simmia,llama-3.1-8b-instant,groq,-0.9315860711047736,0.8284277319908142,0.7610275097060623,19,20,3,3,-0.9315860711047736,0.867383937048826,0.132616062951174
BT_0145,Oliver_Twist_-_Charles_Dickens,1,simmia,llama-3.1-8b-instant,groq,-0.9774572319612198,0.7093810700533684,0.6826537021419458,19,20,3,3,-0.9774572319612198,0.6302999186276876,0.36970008137231236
BT_0146,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,1,simmia,llama-3.1-8b-instant,groq,-1.098545730189328,0.7169270703667089,0.7797208177415949,19,20,3,3,-1.098545730189328,0.004456857137638477,0.9955431428623616
BT_0147,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,simmia,llama-3.1-8b-instant,groq,-0.9758998138006963,0.7545480163473832,0.7249062688727128,19,20,3,3,-0.9758998138006963,0.6383493978421879,0.6383493978421879
BT_0148,1984_-_George_Orwell,1,simmia,llama-3.1-8b-instant,groq,-1.058016862719314,0.732670363626982,0.7674113417926588,19,20,3,3,-1.058016862719314,0.21392935755940104,0.786070642440599
BT_0149,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,simmia,llama-3.1-8b-instant,groq,-0.986643219799956,0.7790479189471194,0.7606248385027835,19,20,3,3,-0.986643219799956,0.5828223560521326,0.4171776439478674
BT_0150,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,simmia,llama-3.1-8b-instant,groq,-0.9941734119889049,0.7635378241539001,0.7577903804026151,19,20,3,3,-0.9941734119889049,0.5439027344356985,0.5439027344356985
BT_0151,Happy_Place_-_Emily_Henry,0,simmia,llama-3.1-8b-instant,groq,-0.9957293087790592,0.8109168859950283,0.8028001220602738,19,20,3,3,-0.9957293087790592,0.5358611183882488,0.5358611183882488
BT_0152,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,simmia,llama-3.1-8b-instant,groq,-0.9389598200111654,0.718075084058862,0.6586061266430637,19,20,3,3,-0.9389598200111654,0.8292728888670104,0.17072711113298955
BT_0153,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,1,simmia,llama-3.1-8b-instant,groq,-0.9419804694538858,0.7815535507704082,0.7316612862704094,19,20,3,3,-0.9419804694538858,0.813660733108343,0.18633926689165703
BT_0154,The_Alchemist_-_Paulo_Coelho,1,simmia,llama-3.1-8b-instant,groq,-0.9310531966662098,0.8073756600681105,0.7321298885763737,19,20,3,3,-0.9310531966662098,0.870138086079499,0.12986191392050095
BT_0155,The_Silmarillion_-_J._R._R._Tolkien,1,simmia,llama-3.1-8b-instant,groq,-0.9705622419220902,0.7659257368037575,0.7379497519710608,19,20,3,3,-0.9705622419220902,0.665936512839165,0.334063487160835
BT_0156,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,simmia,llama-3.1-8b-instant,groq,-1.0146049495592333,0.7294554020229139,0.7336320040518778,19,20,3,3,-1.0146049495592333,0.4383028119734088,0.4383028119734088
BT_0157,The_Spectacular_-_Fiona_Davis,0,simmia,llama-3.1-8b-instant,groq,-0.9695947508429154,0.7913229904676738,0.7577807369985079,19,20,3,3,-0.9695947508429154,0.670936967777622,0.670936967777622
BT_0158,The_Alchemist_-_Paulo_Coelho,1,simmia,llama-3.1-8b-instant,groq,-1.00165889077369,0.7722294267855192,0.7621795315491525,19,20,3,3,-1.00165889077369,0.5052142129993881,0.49478578700061193
BT_0159,Matilda_-_Roald_Dahl,1,simmia,llama-3.1-8b-instant,groq,-0.9933075975487279,0.7690322901073255,0.7634194556035494,19,20,3,3,-0.9933075975487279,0.548377676051556,0.45162232394844404
BT_0160,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,simmia,llama-3.1-8b-instant,groq,-0.9771043442515159,0.7932723875631366,0.7648361053383141,19,20,3,3,-0.9771043442515159,0.6321238104740234,0.6321238104740234
BT_0161,The_Spectacular_-_Fiona_Davis,0,simmia,llama-3.1-8b-instant,groq,-0.9302751482590224,0.7851329571322391,0.7201324983646995,19,20,3,3,-0.9302751482590224,0.8741594110134687,0.8741594110134687
BT_0162,The_Darkness_Before_Them_-_Matthew_Ward,0,simmia,llama-3.1-8b-instant,groq,-1.0003535975936377,0.7658739497787074,0.7629566684103848,19,20,3,3,-1.0003535975936377,0.511960590168978,0.511960590168978
BT_0163,Happy_Place_-_Emily_Henry,0,simmia,llama-3.1-8b-instant,groq,-1.0251558023765008,0.7305356546452171,0.7463800980333696,19,20,3,3,-1.0251558023765008,0.38377097678580524,0.38377097678580524
BT_0164,Wuthering_Heights_-_Emily_Bronte,1,simmia,llama-3.1-8b-instant,groq,-1.0099636319090657,0.7938459892021982,0.7900780690343756,19,20,3,3,-1.0099636319090657,0.46229135332980353,0.5377086466701965
BT_0165,The_Silmarillion_-_J._R._R._Tolkien,1,simmia,llama-3.1-8b-instant,groq,-0.9808891984961833,0.7514812172504893,0.7296470424585175,19,20,3,3,-0.9808891984961833,0.6125618801302017,0.38743811986979826
BT_0166,A_Day_of_Fallen_Night_-_Samantha_Shannon,0,simmia,llama-3.1-8b-instant,groq,-1.0204875487098903,0.7274908956728483,0.7345802564370004,19,20,3,3,-1.0204875487098903,0.4078987363110735,0.4078987363110735
BT_0167,The_Silmarillion_-_J._R._R._Tolkien,1,simmia,llama-3.1-8b-instant,groq,-1.0394982090851115,0.7492546501912569,0.7748008788677684,19,20,3,3,-1.0394982090851115,0.309642584287758,0.6903574157122421
BT_0168,What_Lies_in_the_Woods_-_Kate_Alice_Marshall,0,simmia,llama-3.1-8b-instant,groq,-0.9593430272749341,0.7334249239218863,0.6966076210925454,19,20,3,3,-0.9593430272749341,0.72392276046,0.72392276046
BT_0169,The_Silmarillion_-_J._R._R._Tolkien,1,simmia,llama-3.1-8b-instant,groq,-0.9846501937976815,0.7363690075121427,0.7206753241388422,19,20,3,3,-0.9846501937976815,0.5931232641742484,0.40687673582575157
BT_0170,Lord_of_the_Rings_The_Fellowship_of_the_Ring_-_J_R_R_Tolkien,1,simmia,llama-3.1-8b-instant,groq,-0.9980704879511964,0.7717400350068745,0.7655199065543057,19,20,3,3,-0.9980704879511964,0.5237607887778603,0.47623921122213975
BT_0171,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,simmia,llama-3.1-8b-instant,groq,-0.9450498480546329,0.810513717040681,0.7524400635769493,19,20,3,3,-0.9450498480546329,0.7977967218399492,0.2022032781600508
BT_0172,The_Age_of_Innocence_-_Edith_Wharton,1,simmia,llama-3.1-8b-instant,groq,-1.0105632763966987,0.7756390979415492,0.78233508059853,19,20,3,3,-1.0105632763966987,0.4591921048674191,0.5408078951325809
BT_0173,The_Silmarillion_-_J._R._R._Tolkien,1,simmia,llama-3.1-8b-instant,groq,-1.013146734474371,0.7258839387642709,0.7352213619048136,19,20,3,3,-1.013146734474371,0.4458395624193679,0.5541604375806322
BT_0174,The_Darkness_Before_Them_-_Matthew_Ward,0,simmia,llama-3.1-8b-instant,groq,-0.9643805699950658,0.7693427832503068,0.7377140072354099,19,20,3,3,-0.9643805699950658,0.6978863391277692,0.6978863391277692
BT_0175,What_Lies_in_the_Woods_-_Kate_Alice_Marshall,0,simmia,llama-3.1-8b-instant,groq,-1.0124588309705809,0.7341671899745339,0.7348282713639108,19,20,3,3,-1.0124588309705809,0.4493949755355725,0.4493949755355725
BT_0176,The_Foxglove_King_-_Hannah_Whitten,0,simmia,llama-3.1-8b-instant,groq,-1.0376170820879775,0.7477234382378427,0.7605227733913221,19,20,3,3,-1.0376170820879775,0.3193651450277557,0.3193651450277557
BT_0177,Oliver_Twist_-_Charles_Dickens,1,simmia,llama-3.1-8b-instant,groq,-1.019444823433538,0.7277664761794241,0.7251895488354198,19,20,3,3,-1.019444823433538,0.41328803743211007,0.5867119625678899
BT_0178,Unfortunately_Yours_-_Tessa_Bailey,0,simmia,llama-3.1-8b-instant,groq,-0.9770791624184302,0.7559869697219447,0.7220641573270162,19,20,3,3,-0.9770791624184302,0.6322539621873813,0.6322539621873813
BT_0179,What_Lies_in_the_Woods_-_Kate_Alice_Marshall,0,simmia,llama-3.1-8b-instant,groq,-0.9672629868478669,0.7827816291859275,0.743872482525675,19,20,3,3,-0.9672629868478669,0.6829886352661747,0.6829886352661747
BT_0180,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,1,simmia,llama-3.1-8b-instant,groq,-1.0174626645760063,0.7872785267076994,0.7969830318501121,19,20,3,3,-1.0174626645760063,0.42353277897164393,0.5764672210283561
BT_0181,The_Silmarillion_-_J._R._R._Tolkien,1,simmia,llama-3.1-8b-instant,groq,-0.9979238435126658,0.73138721993095,0.7236908642869246,19,20,3,3,-0.9979238435126658,0.5245187171170782,0.4754812828829218
BT_0182,Hedge_-_Jane_Delury,0,simmia,llama-3.1-8b-instant,groq,-0.9560143504897048,0.758802244537755,0.7150958661447491,19,20,3,3,-0.9560143504897048,0.7411269483099009,0.7411269483099009
BT_0183,The_Spectacular_-_Fiona_Davis,0,simmia,llama-3.1-8b-instant,groq,-1.0231472940566866,0.7264344409892434,0.7402858012600949,19,20,3,3,-1.0231472940566866,0.39415190490279955,0.39415190490279955
BT_0184,Unfortunately_Yours_-_Tessa_Bailey,0,simmia,llama-3.1-8b-instant,groq,-0.9987530925191153,0.6921659237460086,0.6832678223911085,19,20,3,3,-0.9987530925191153,0.520232763087355,0.520232763087355
BT_0185,A_Day_of_Fallen_Night_-_Samantha_Shannon,0,simmia,llama-3.1-8b-instant,groq,-0.9697316372793022,0.8338125379461991,0.8069123876722235,19,20,3,3,-0.9697316372793022,0.6702294734434909,0.6702294734434909
BT_0186,1984_-_George_Orwell,1,simmia,llama-3.1-8b-instant,groq,-1.0053013819875363,0.7832478692657069,0.7758079829968905,19,20,3,3,-1.0053013819875363,0.486388082639511,0.513611917360489
BT_0187,Business_or_Pleasure_-_Rachel_Lynn_Solomon,0,simmia,llama-3.1-8b-instant,groq,-1.007486994484287,0.7190328899182772,0.7225691958477622,19,20,3,3,-1.007486994484287,0.4750917957401506,0.4750917957401506
BT_0188,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,1,simmia,llama-3.1-8b-instant,groq,-0.9426211105131659,0.7238183931300515,0.6727503956409923,19,20,3,3,-0.9426211105131659,0.8103495948274736,0.1896504051725264
BT_0189,Matilda_-_Roald_Dahl,1,simmia,llama-3.1-8b-instant,groq,-1.0637927074782665,0.6860013447309795,0.7260006572070875,19,20,3,3,-1.0637927074782665,0.18407703946536963,0.8159229605346303
BT_0190,The_Foxglove_King_-_Hannah_Whitten,0,simmia,llama-3.1-8b-instant,groq,-1.0140946922666243,0.7597174769953677,0.7698964915777508,19,20,3,3,-1.0140946922666243,0.44094006481597414,0.44094006481597414
BT_0191,What_Lies_in_the_Woods_-_Kate_Alice_Marshall,0,simmia,llama-3.1-8b-instant,groq,-0.9701409920491537,0.7541249394416809,0.7121148015323439,19,20,3,3,-0.9701409920491537,0.6681137329219032,0.6681137329219032
BT_0192,The_Age_of_Innocence_-_Edith_Wharton,1,simmia,llama-3.1-8b-instant,groq,-1.0104926588885037,0.7596210962847659,0.7648548745272453,19,20,3,3,-1.0104926588885037,0.45955708980133353,0.5404429101986665
BT_0193,Happy_Place_-_Emily_Henry,0,simmia,llama-3.1-8b-instant,groq,-0.9819711804731694,0.786562044369547,0.764980671698587,19,20,3,3,-0.9819711804731694,0.6069696816731819,0.6069696816731819
BT_0194,Matilda_-_Roald_Dahl,1,simmia,llama-3.1-8b-instant,groq,-1.024740294622425,0.7521017695728102,0.763853529043365,19,20,3,3,-1.024740294622425,0.38591851886196293,0.6140814811380371
BT_0195,A_Day_of_Fallen_Night_-_Samantha_Shannon,0,simmia,llama-3.1-8b-instant,groq,-0.9871079000488475,0.7028409775934721,0.6860748811771995,19,20,3,3,-0.9871079000488475,0.5804206670904576,0.5804206670904576
BT_0196,The_Alchemist_-_Paulo_Coelho,1,simmia,llama-3.1-8b-instant,groq,-0.9808907447352504,0.7682469549931978,0.7398257171898558,19,20,3,3,-0.9808907447352504,0.6125538884298692,0.38744611157013076
BT_0197,1984_-_George_Orwell,1,simmia,llama-3.1-8b-instant,groq,-1.0656073303629163,0.7252659975436696,0.7699550013793143,19,20,3,3,-1.0656073303629163,0.174698203670084,0.825301796329916
BT_0198,The_Wildest_Sun_A_Novel_-_Asha_Lemmie,0,simmia,llama-3.1-8b-instant,groq,-1.020705292099829,0.7377484158465737,0.7506421480262488,19,20,3,3,-1.020705292099829,0.40677333470999244,0.40677333470999244
BT_0199,A_Day_of_Fallen_Night_-_Samantha_Shannon,0,simmia,llama-3.1-8b-instant,groq,-1.0250521929796181,0.7056662848121241,0.7185297294666892,19,20,3,3,-1.0250521929796181,0.3843064795221762,0.3843064795221762
